model,dataset,test_run,group_axis,confidence_source,split,added_component,delta_validation_fold_mean_auprc,delta_error_detection_auprc,delta_review_lift,delta_retained_accuracy_gain_vs_residual
DrugBAN,bindingdb,seed_7,drug,base,test,source_domain_support,,0.358342,1.310334,0.071124
DrugBAN,bindingdb,seed_7,drug,base,test,target_sequence_support,,-0.003398,-0.048676,-0.002419
DrugBAN,bindingdb,seed_7,drug,base,validation,combined_empirical_support,0.259073,0.256711,1.135014,0.054802
DrugBAN,bindingdb,seed_7,drug,base,validation,empirical_support,0.259117,0.251414,1.110545,0.053148
DrugBAN,bindingdb,seed_7,drug,base,validation,empirical_support_after_prior,0.231868,0.229469,0.852878,0.040939
DrugBAN,bindingdb,seed_7,drug,base,validation,fit_support,0.067617,0.065645,0.154704,0.010966
DrugBAN,bindingdb,seed_7,drug,base,validation,fit_support_after_legacy_source_domain,0.07841,0.08571,0.440779,0.023146
DrugBAN,bindingdb,seed_7,drug,base,validation,fit_support_after_native_source_domain,0.021051,0.020727,0.453892,0.022135
DrugBAN,bindingdb,seed_7,drug,base,validation,legacy_empirical_support,0.24738,0.243132,1.044481,0.051554
DrugBAN,bindingdb,seed_7,drug,base,validation,legacy_source_domain_support_after_fit,0.179762,0.177487,0.889776,0.040588
DrugBAN,bindingdb,seed_7,drug,base,validation,legacy_support_after_native,-4.4e-05,0.005296,0.024469,0.001654
DrugBAN,bindingdb,seed_7,drug,base,validation,native_source_domain_support,0.238067,0.230688,0.656653,0.031013
DrugBAN,bindingdb,seed_7,drug,base,validation,native_source_domain_support_after_fit,0.1915,0.185769,0.955841,0.042182
DrugBAN,bindingdb,seed_7,drug,base,validation,native_support_after_legacy,0.011693,0.013579,0.090534,0.003248
DrugBAN,bindingdb,seed_7,drug,base,validation,prior,0.034848,0.03573,0.285435,0.0153
DrugBAN,bindingdb,seed_7,drug,base,validation,prior_after_empirical_support,0.007598,0.013785,0.027768,0.003091
DrugBAN,bindingdb,seed_7,drug,base,validation,source_domain_support,0.16897,0.157422,0.603701,0.028408
DrugBAN,bindingdb,seed_7,drug,base,validation,target_sequence_support,0.057983,0.058481,0.243794,0.011302
DrugBAN,bindingdb,seed_7,target,base,test,combined_empirical_support,,0.401376,1.554741,0.085898
DrugBAN,bindingdb,seed_7,target,base,test,empirical_support,,0.404708,1.469489,0.08162
DrugBAN,bindingdb,seed_7,target,base,test,empirical_support_after_prior,,0.283462,1.078387,0.059946
DrugBAN,bindingdb,seed_7,target,base,test,fit_support,,0.096582,0.177153,0.01181
DrugBAN,bindingdb,seed_7,target,base,test,fit_support_after_legacy_source_domain,,-0.011365,0.008866,0.000828
DrugBAN,bindingdb,seed_7,target,base,test,fit_support_after_native_source_domain,,0.021533,0.137253,0.008324
DrugBAN,bindingdb,seed_7,target,base,test,legacy_empirical_support,,0.381374,1.537407,0.08471
DrugBAN,bindingdb,seed_7,target,base,test,legacy_source_domain_support_after_fit,,0.284792,1.360254,0.0729
DrugBAN,bindingdb,seed_7,target,base,test,legacy_support_after_native,,-0.003331,0.085252,0.004278
DrugBAN,bindingdb,seed_7,target,base,test,native_source_domain_support,,0.383175,1.332236,0.073297
DrugBAN,bindingdb,seed_7,target,base,test,native_source_domain_support_after_fit,,0.308126,1.292336,0.06981
DrugBAN,bindingdb,seed_7,target,base,test,native_support_after_legacy,,0.020002,0.017334,0.001189
DrugBAN,bindingdb,seed_7,target,base,test,prior,,0.073406,0.457112,0.025283
DrugBAN,bindingdb,seed_7,target,base,test,prior_after_empirical_support,,-0.047841,0.06601,0.003608
DrugBAN,bindingdb,seed_7,target,base,test,source_domain_support,,0.392739,1.52854,0.083882
DrugBAN,bindingdb,seed_7,target,base,test,target_sequence_support,,0.013171,0.090748,0.005044
DrugBAN,bindingdb,seed_7,target,base,validation,combined_empirical_support,0.050571,-0.035964,-0.249198,-0.01024
DrugBAN,bindingdb,seed_7,target,base,validation,empirical_support,0.042304,-0.029097,-0.166956,-0.009792
DrugBAN,bindingdb,seed_7,target,base,validation,empirical_support_after_prior,0.054388,0.112706,0.656623,0.032248
DrugBAN,bindingdb,seed_7,target,base,validation,fit_support,-0.035866,0.048564,0.779647,0.041915
DrugBAN,bindingdb,seed_7,target,base,validation,fit_support_after_legacy_source_domain,0.105922,0.084552,0.293179,0.014102
DrugBAN,bindingdb,seed_7,target,base,validation,fit_support_after_native_source_domain,0.013526,0.032031,0.07945,0.002854
DrugBAN,bindingdb,seed_7,target,base,validation,legacy_empirical_support,0.120872,-0.023428,-0.281505,-0.015751
DrugBAN,bindingdb,seed_7,target,base,validation,legacy_source_domain_support_after_fit,0.156737,-0.071992,-1.061152,-0.057666
DrugBAN,bindingdb,seed_7,target,base,validation,legacy_support_after_native,0.008267,-0.006866,-0.082243,-0.000448
DrugBAN,bindingdb,seed_7,target,base,validation,native_source_domain_support,0.028778,-0.061128,-0.246406,-0.012646
DrugBAN,bindingdb,seed_7,target,base,validation,native_source_domain_support_after_fit,0.07817,-0.077662,-0.946602,-0.051707
DrugBAN,bindingdb,seed_7,target,base,validation,native_support_after_legacy,-0.070301,-0.012535,0.032306,0.005511
DrugBAN,bindingdb,seed_7,target,base,validation,prior,-0.029804,-0.050204,-0.241045,-0.011078
DrugBAN,bindingdb,seed_7,target,base,validation,prior_after_empirical_support,-0.01772,0.091599,0.582533,0.030963
