model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,universe_n,universe_error_count,reviewed_n,uncertainty_review_error_rate_at_k,uncertainty_error_recall_at_k,oracle_review_error_rate_at_k,oracle_error_recall_at_k,max_possible_review_error_count_gain_over_uncertainty,max_possible_review_error_rate_gain_over_uncertainty,max_possible_error_recall_gain_over_uncertainty,uncertainty_fraction_of_oracle_error_count
PACE,human,seed_6,target,base,0.8,0.2,0.1,68,8.0,7,0.428571428571,0.375,1.0,0.875,4.0,0.5714285714289999,0.5,0.42857142857142855
PACE,human,seed_6,target,base,0.8,0.2,0.2,68,8.0,14,0.357142857143,0.625,0.5714285714285714,1.0,3.0,0.21428571428557142,0.375,0.625
PACE,human,seed_6,target,base,0.9,0.1,0.05,73,11.0,4,0.5,0.181818181818,1.0,0.36363636363636365,2.0,0.5,0.18181818181836365,0.5
PACE,human,seed_6,target,base,0.9,0.1,0.1,73,11.0,7,0.714285714286,0.454545454545,1.0,0.6363636363636364,2.0,0.28571428571400004,0.18181818181863635,0.7142857142857143
PACE,human,seed_6,target,base,0.9,0.1,0.2,73,11.0,15,0.533333333333,0.727272727273,0.7333333333333333,1.0,3.0,0.20000000000033324,0.27272727272700004,0.7272727272727273
PACE,human,seed_6,target,base,0.9,0.2,0.05,65,6.0,3,0.333333333333,0.166666666667,1.0,0.5,2.0,0.666666666667,0.33333333333299997,0.3333333333333333
PACE,human,seed_6,target,base,0.9,0.2,0.1,65,6.0,6,0.5,0.5,1.0,1.0,3.0,0.5,0.5,0.5
PACE,human,seed_6,target,base,0.9,0.2,0.2,65,6.0,13,0.230769230769,0.5,0.46153846153846156,1.0,3.0,0.23076923076946157,0.5,0.5
PACE,human,seed_7,drug,base,0.8,0.1,0.05,82,12.0,4,0.25,0.083333333333,1.0,0.3333333333333333,3.0,0.75,0.2500000000003333,0.25
PACE,human,seed_7,drug,base,0.8,0.1,0.1,82,12.0,8,0.25,0.166666666667,1.0,0.6666666666666666,6.0,0.75,0.4999999999996666,0.25
PACE,human,seed_7,drug,base,0.8,0.1,0.2,82,12.0,16,0.5,0.666666666667,0.75,1.0,4.0,0.25,0.33333333333299997,0.6666666666666666
PACE,human,seed_7,drug,base,0.8,0.2,0.05,73,9.0,4,0.75,0.333333333333,1.0,0.4444444444444444,1.0,0.25,0.1111111111114444,0.75
PACE,human,seed_7,drug,base,0.8,0.2,0.1,73,9.0,7,0.714285714286,0.555555555556,1.0,0.7777777777777778,2.0,0.28571428571400004,0.2222222222217778,0.7142857142857143
PACE,human,seed_7,drug,base,0.8,0.2,0.2,73,9.0,15,0.4,0.666666666667,0.6,1.0,3.0,0.19999999999999996,0.33333333333299997,0.6666666666666666
PACE,human,seed_7,drug,base,0.9,0.1,0.05,77,11.0,4,0.5,0.181818181818,1.0,0.36363636363636365,2.0,0.5,0.18181818181836365,0.5
PACE,human,seed_7,drug,base,0.9,0.1,0.1,77,11.0,8,0.625,0.454545454545,1.0,0.7272727272727273,3.0,0.375,0.2727272727277273,0.625
PACE,human,seed_7,drug,base,0.9,0.1,0.2,77,11.0,15,0.533333333333,0.727272727273,0.7333333333333333,1.0,3.0,0.20000000000033324,0.27272727272700004,0.7272727272727273
PACE,human,seed_7,drug,base,0.9,0.2,0.05,68,5.0,3,0.333333333333,0.2,1.0,0.6,2.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_7,drug,base,0.9,0.2,0.1,68,5.0,7,0.285714285714,0.4,0.7142857142857143,1.0,3.0,0.4285714285717143,0.6,0.4
PACE,human,seed_7,drug,base,0.9,0.2,0.2,68,5.0,14,0.214285714286,0.6,0.35714285714285715,1.0,2.0,0.14285714285685716,0.4,0.6
PACE,human,seed_7,target,base,0.8,0.1,0.05,82,12.0,4,0.25,0.083333333333,1.0,0.3333333333333333,3.0,0.75,0.2500000000003333,0.25
PACE,human,seed_7,target,base,0.8,0.1,0.1,82,12.0,8,0.25,0.166666666667,1.0,0.6666666666666666,6.0,0.75,0.4999999999996666,0.25
PACE,human,seed_7,target,base,0.8,0.1,0.2,82,12.0,16,0.5,0.666666666667,0.75,1.0,4.0,0.25,0.33333333333299997,0.6666666666666666
PACE,human,seed_7,target,base,0.8,0.2,0.05,73,9.0,4,0.75,0.333333333333,1.0,0.4444444444444444,1.0,0.25,0.1111111111114444,0.75
PACE,human,seed_7,target,base,0.8,0.2,0.1,73,9.0,7,0.714285714286,0.555555555556,1.0,0.7777777777777778,2.0,0.28571428571400004,0.2222222222217778,0.7142857142857143
PACE,human,seed_7,target,base,0.8,0.2,0.2,73,9.0,15,0.4,0.666666666667,0.6,1.0,3.0,0.19999999999999996,0.33333333333299997,0.6666666666666666
PACE,human,seed_7,target,base,0.9,0.1,0.05,77,11.0,4,0.5,0.181818181818,1.0,0.36363636363636365,2.0,0.5,0.18181818181836365,0.5
PACE,human,seed_7,target,base,0.9,0.1,0.1,77,11.0,8,0.625,0.454545454545,1.0,0.7272727272727273,3.0,0.375,0.2727272727277273,0.625
PACE,human,seed_7,target,base,0.9,0.1,0.2,77,11.0,15,0.533333333333,0.727272727273,0.7333333333333333,1.0,3.0,0.20000000000033324,0.27272727272700004,0.7272727272727273
PACE,human,seed_7,target,base,0.9,0.2,0.05,68,5.0,3,0.333333333333,0.2,1.0,0.6,2.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_7,target,base,0.9,0.2,0.1,68,5.0,7,0.285714285714,0.4,0.7142857142857143,1.0,3.0,0.4285714285717143,0.6,0.4
PACE,human,seed_7,target,base,0.9,0.2,0.2,68,5.0,14,0.214285714286,0.6,0.35714285714285715,1.0,2.0,0.14285714285685716,0.4,0.6
PACE,human,seed_8,drug,base,0.8,0.1,0.05,85,12.0,4,0.25,0.083333333333,1.0,0.3333333333333333,3.0,0.75,0.2500000000003333,0.25
PACE,human,seed_8,drug,base,0.8,0.1,0.1,85,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_8,drug,base,0.8,0.1,0.2,85,12.0,17,0.294117647059,0.416666666667,0.7058823529411765,1.0,7.0,0.4117647058821765,0.583333333333,0.4166666666666667
PACE,human,seed_8,drug,base,0.8,0.2,0.05,76,9.0,4,0.5,0.222222222222,1.0,0.4444444444444444,2.0,0.5,0.22222222222244442,0.5
PACE,human,seed_8,drug,base,0.8,0.2,0.1,76,9.0,8,0.25,0.222222222222,1.0,0.8888888888888888,6.0,0.75,0.6666666666668888,0.25
PACE,human,seed_8,drug,base,0.8,0.2,0.2,76,9.0,15,0.266666666667,0.444444444444,0.6,1.0,5.0,0.33333333333299997,0.555555555556,0.4444444444444444
PACE,human,seed_8,drug,base,0.9,0.1,0.05,84,11.0,4,0.25,0.090909090909,1.0,0.36363636363636365,3.0,0.75,0.27272727272736363,0.25
PACE,human,seed_8,drug,base,0.9,0.1,0.1,84,11.0,8,0.25,0.181818181818,1.0,0.7272727272727273,6.0,0.75,0.5454545454547273,0.25
PACE,human,seed_8,drug,base,0.9,0.1,0.2,84,11.0,17,0.235294117647,0.363636363636,0.6470588235294118,1.0,7.0,0.41176470588241176,0.636363636364,0.36363636363636365
PACE,human,seed_8,drug,base,0.9,0.2,0.05,74,8.0,4,0.25,0.125,1.0,0.5,3.0,0.75,0.375,0.25
PACE,human,seed_8,drug,base,0.9,0.2,0.1,74,8.0,7,0.142857142857,0.125,1.0,0.875,6.0,0.857142857143,0.75,0.14285714285714285
PACE,human,seed_8,drug,base,0.9,0.2,0.2,74,8.0,15,0.2,0.375,0.5333333333333333,1.0,5.0,0.3333333333333333,0.625,0.375
PACE,human,seed_8,target,base,0.8,0.1,0.05,85,12.0,4,0.25,0.083333333333,1.0,0.3333333333333333,3.0,0.75,0.2500000000003333,0.25
PACE,human,seed_8,target,base,0.8,0.1,0.1,85,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_8,target,base,0.8,0.1,0.2,85,12.0,17,0.294117647059,0.416666666667,0.7058823529411765,1.0,7.0,0.4117647058821765,0.583333333333,0.4166666666666667
PACE,human,seed_8,target,base,0.8,0.2,0.05,76,9.0,4,0.5,0.222222222222,1.0,0.4444444444444444,2.0,0.5,0.22222222222244442,0.5
PACE,human,seed_8,target,base,0.8,0.2,0.1,76,9.0,8,0.25,0.222222222222,1.0,0.8888888888888888,6.0,0.75,0.6666666666668888,0.25
PACE,human,seed_8,target,base,0.8,0.2,0.2,76,9.0,15,0.266666666667,0.444444444444,0.6,1.0,5.0,0.33333333333299997,0.555555555556,0.4444444444444444
PACE,human,seed_8,target,base,0.9,0.1,0.05,84,11.0,4,0.25,0.090909090909,1.0,0.36363636363636365,3.0,0.75,0.27272727272736363,0.25
PACE,human,seed_8,target,base,0.9,0.1,0.1,84,11.0,8,0.25,0.181818181818,1.0,0.7272727272727273,6.0,0.75,0.5454545454547273,0.25
PACE,human,seed_8,target,base,0.9,0.1,0.2,84,11.0,17,0.235294117647,0.363636363636,0.6470588235294118,1.0,7.0,0.41176470588241176,0.636363636364,0.36363636363636365
PACE,human,seed_8,target,base,0.9,0.2,0.05,74,8.0,4,0.25,0.125,1.0,0.5,3.0,0.75,0.375,0.25
PACE,human,seed_8,target,base,0.9,0.2,0.1,74,8.0,7,0.142857142857,0.125,1.0,0.875,6.0,0.857142857143,0.75,0.14285714285714285
PACE,human,seed_8,target,base,0.9,0.2,0.2,74,8.0,15,0.2,0.375,0.5333333333333333,1.0,5.0,0.3333333333333333,0.625,0.375
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.05,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.1,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.05,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.1,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.05,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.1,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,3,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.05,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.1,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,2,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.05,193,72.0,10,0.7,0.097222222222,1.0,0.1388888888888889,3.0,0.30000000000000004,0.041666666666888896,0.7
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.1,193,72.0,19,0.631578947368,0.166666666667,1.0,0.2638888888888889,7.0,0.368421052632,0.0972222222218889,0.631578947368421
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,193,72.0,39,0.564102564103,0.305555555556,1.0,0.5416666666666666,17.0,0.43589743589700003,0.23611111111066663,0.5641025641025641
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.05,172,59.0,9,0.555555555556,0.084745762712,1.0,0.15254237288135594,4.0,0.444444444444,0.06779661016935594,0.5555555555555556
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.1,172,59.0,17,0.529411764706,0.152542372881,1.0,0.288135593220339,8.0,0.47058823529399996,0.135593220339339,0.5294117647058824
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,172,59.0,34,0.382352941176,0.220338983051,1.0,0.576271186440678,21.0,0.617647058824,0.355932203389678,0.38235294117647056
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.05,125,40.0,6,0.166666666667,0.025,1.0,0.15,5.0,0.833333333333,0.125,0.16666666666666666
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.1,125,40.0,12,0.25,0.075,1.0,0.3,9.0,0.75,0.22499999999999998,0.25
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,125,40.0,25,0.32,0.2,1.0,0.625,17.0,0.6799999999999999,0.425,0.32
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.05,111,36.0,6,0.5,0.083333333333,1.0,0.16666666666666666,3.0,0.5,0.08333333333366666,0.5
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.1,111,36.0,11,0.363636363636,0.111111111111,1.0,0.3055555555555556,7.0,0.636363636364,0.19444444444455558,0.36363636363636365
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,111,36.0,22,0.363636363636,0.222222222222,1.0,0.6111111111111112,14.0,0.636363636364,0.38888888888911116,0.36363636363636365
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.05,193,72.0,10,0.7,0.097222222222,1.0,0.1388888888888889,3.0,0.30000000000000004,0.041666666666888896,0.7
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.1,193,72.0,19,0.631578947368,0.166666666667,1.0,0.2638888888888889,7.0,0.368421052632,0.0972222222218889,0.631578947368421
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,193,72.0,39,0.564102564103,0.305555555556,1.0,0.5416666666666666,17.0,0.43589743589700003,0.23611111111066663,0.5641025641025641
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.05,172,59.0,9,0.555555555556,0.084745762712,1.0,0.15254237288135594,4.0,0.444444444444,0.06779661016935594,0.5555555555555556
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.1,172,59.0,17,0.529411764706,0.152542372881,1.0,0.288135593220339,8.0,0.47058823529399996,0.135593220339339,0.5294117647058824
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,172,59.0,34,0.382352941176,0.220338983051,1.0,0.576271186440678,21.0,0.617647058824,0.355932203389678,0.38235294117647056
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.05,125,40.0,6,0.166666666667,0.025,1.0,0.15,5.0,0.833333333333,0.125,0.16666666666666666
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.1,125,40.0,12,0.25,0.075,1.0,0.3,9.0,0.75,0.22499999999999998,0.25
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,125,40.0,25,0.32,0.2,1.0,0.625,17.0,0.6799999999999999,0.425,0.32
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.05,111,36.0,6,0.5,0.083333333333,1.0,0.16666666666666666,3.0,0.5,0.08333333333366666,0.5
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.1,111,36.0,11,0.363636363636,0.111111111111,1.0,0.3055555555555556,7.0,0.636363636364,0.19444444444455558,0.36363636363636365
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,111,36.0,22,0.363636363636,0.222222222222,1.0,0.6111111111111112,14.0,0.636363636364,0.38888888888911116,0.36363636363636365
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.05,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.1,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,0,0.0,0,,,,,,,,
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.05,165,42.0,8,0.5,0.095238095238,1.0,0.19047619047619047,4.0,0.5,0.09523809523819046,0.5
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.1,165,42.0,16,0.4375,0.166666666667,1.0,0.38095238095238093,9.0,0.5625,0.21428571428538093,0.4375
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,165,42.0,33,0.363636363636,0.285714285714,1.0,0.7857142857142857,21.0,0.636363636364,0.5000000000002858,0.36363636363636365
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.05,146,35.0,7,0.142857142857,0.028571428571,1.0,0.2,6.0,0.857142857143,0.171428571429,0.14285714285714285
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.1,146,35.0,15,0.4,0.171428571429,1.0,0.42857142857142855,9.0,0.6,0.25714285714242857,0.4
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,146,35.0,29,0.275862068966,0.228571428571,1.0,0.8285714285714286,21.0,0.7241379310339999,0.6000000000004286,0.27586206896551724
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.05,102,19.0,5,0.0,0.0,1.0,0.2631578947368421,5.0,1.0,0.2631578947368421,0.0
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.1,102,19.0,10,0.3,0.157894736842,1.0,0.5263157894736842,7.0,0.7,0.3684210526316842,0.3
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,102,19.0,20,0.3,0.315789473684,0.95,1.0,13.0,0.6499999999999999,0.684210526316,0.3157894736842105
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.05,90,16.0,4,0.5,0.125,1.0,0.25,2.0,0.5,0.125,0.5
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.1,90,16.0,9,0.333333333333,0.1875,1.0,0.5625,6.0,0.666666666667,0.375,0.3333333333333333
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,90,16.0,18,0.277777777778,0.3125,0.8888888888888888,1.0,11.0,0.6111111111108889,0.6875,0.3125
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.05,165,42.0,8,0.5,0.095238095238,1.0,0.19047619047619047,4.0,0.5,0.09523809523819046,0.5
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.1,165,42.0,16,0.4375,0.166666666667,1.0,0.38095238095238093,9.0,0.5625,0.21428571428538093,0.4375
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,165,42.0,33,0.363636363636,0.285714285714,1.0,0.7857142857142857,21.0,0.636363636364,0.5000000000002858,0.36363636363636365
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.05,146,35.0,7,0.142857142857,0.028571428571,1.0,0.2,6.0,0.857142857143,0.171428571429,0.14285714285714285
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.1,146,35.0,15,0.4,0.171428571429,1.0,0.42857142857142855,9.0,0.6,0.25714285714242857,0.4
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,146,35.0,29,0.275862068966,0.228571428571,1.0,0.8285714285714286,21.0,0.7241379310339999,0.6000000000004286,0.27586206896551724
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.05,102,19.0,5,0.0,0.0,1.0,0.2631578947368421,5.0,1.0,0.2631578947368421,0.0
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.1,102,19.0,10,0.3,0.157894736842,1.0,0.5263157894736842,7.0,0.7,0.3684210526316842,0.3
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,102,19.0,20,0.3,0.315789473684,0.95,1.0,13.0,0.6499999999999999,0.684210526316,0.3157894736842105
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.05,90,16.0,4,0.5,0.125,1.0,0.25,2.0,0.5,0.125,0.5
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.1,90,16.0,9,0.333333333333,0.1875,1.0,0.5625,6.0,0.666666666667,0.375,0.3333333333333333
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,90,16.0,18,0.277777777778,0.3125,0.8888888888888888,1.0,11.0,0.6111111111108889,0.6875,0.3125
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.05,268,94.0,13,0.384615384615,0.053191489362,1.0,0.13829787234042554,8.0,0.615384615385,0.08510638297842554,0.38461538461538464
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.1,268,94.0,27,0.481481481481,0.13829787234,1.0,0.2872340425531915,14.0,0.518518518519,0.14893617021319153,0.48148148148148145
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,268,94.0,54,0.425925925926,0.244680851064,1.0,0.574468085106383,31.0,0.574074074074,0.329787234042383,0.42592592592592593
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.05,238,79.0,12,0.25,0.037974683544,1.0,0.1518987341772152,9.0,0.75,0.1139240506332152,0.25
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.1,238,79.0,24,0.333333333333,0.101265822785,1.0,0.3037974683544304,16.0,0.666666666667,0.20253164556943037,0.3333333333333333
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,238,79.0,48,0.375,0.227848101266,1.0,0.6075949367088608,30.0,0.625,0.3797468354428608,0.375
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.05,204,66.0,10,0.4,0.060606060606,1.0,0.15151515151515152,6.0,0.6,0.09090909090915152,0.4
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.1,204,66.0,20,0.4,0.121212121212,1.0,0.30303030303030304,12.0,0.6,0.18181818181830303,0.4
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,204,66.0,41,0.390243902439,0.242424242424,1.0,0.6212121212121212,25.0,0.609756097561,0.3787878787881212,0.3902439024390244
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.05,182,57.0,9,0.444444444444,0.070175438596,1.0,0.15789473684210525,5.0,0.555555555556,0.08771929824610525,0.4444444444444444
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.1,182,57.0,18,0.333333333333,0.105263157895,1.0,0.3157894736842105,12.0,0.666666666667,0.2105263157892105,0.3333333333333333
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,182,57.0,36,0.388888888889,0.245614035088,1.0,0.631578947368421,22.0,0.611111111111,0.385964912280421,0.3888888888888889
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.05,268,94.0,13,0.384615384615,0.053191489362,1.0,0.13829787234042554,8.0,0.615384615385,0.08510638297842554,0.38461538461538464
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.1,268,94.0,27,0.481481481481,0.13829787234,1.0,0.2872340425531915,14.0,0.518518518519,0.14893617021319153,0.48148148148148145
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,268,94.0,54,0.425925925926,0.244680851064,1.0,0.574468085106383,31.0,0.574074074074,0.329787234042383,0.42592592592592593
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.05,238,79.0,12,0.25,0.037974683544,1.0,0.1518987341772152,9.0,0.75,0.1139240506332152,0.25
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.1,238,79.0,24,0.333333333333,0.101265822785,1.0,0.3037974683544304,16.0,0.666666666667,0.20253164556943037,0.3333333333333333
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,238,79.0,48,0.375,0.227848101266,1.0,0.6075949367088608,30.0,0.625,0.3797468354428608,0.375
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.05,204,66.0,10,0.4,0.060606060606,1.0,0.15151515151515152,6.0,0.6,0.09090909090915152,0.4
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.1,204,66.0,20,0.4,0.121212121212,1.0,0.30303030303030304,12.0,0.6,0.18181818181830303,0.4
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,204,66.0,41,0.390243902439,0.242424242424,1.0,0.6212121212121212,25.0,0.609756097561,0.3787878787881212,0.3902439024390244
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.05,182,57.0,9,0.444444444444,0.070175438596,1.0,0.15789473684210525,5.0,0.555555555556,0.08771929824610525,0.4444444444444444
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.1,182,57.0,18,0.333333333333,0.105263157895,1.0,0.3157894736842105,12.0,0.666666666667,0.2105263157892105,0.3333333333333333
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,182,57.0,36,0.388888888889,0.245614035088,1.0,0.631578947368421,22.0,0.611111111111,0.385964912280421,0.3888888888888889
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.05,202,23.0,10,0.3,0.130434782609,1.0,0.43478260869565216,7.0,0.7,0.3043478260866522,0.3
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.1,202,23.0,20,0.2,0.173913043478,1.0,0.8695652173913043,16.0,0.8,0.6956521739133044,0.2
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.2,202,23.0,40,0.2,0.347826086957,0.575,1.0,15.0,0.37499999999999994,0.652173913043,0.34782608695652173
TAPB,biosnap,seed_4,drug,base,0.8,0.2,0.05,179,19.0,9,0.222222222222,0.105263157895,1.0,0.47368421052631576,7.0,0.777777777778,0.36842105263131575,0.2222222222222222
