model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,universe_n,universe_error_count,reviewed_n,uncertainty_review_error_rate_at_k,uncertainty_error_recall_at_k,oracle_review_error_rate_at_k,oracle_error_recall_at_k,max_possible_review_error_count_gain_over_uncertainty,max_possible_review_error_rate_gain_over_uncertainty,max_possible_error_recall_gain_over_uncertainty,uncertainty_fraction_of_oracle_error_count
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,34,1.0,7,0.0,0.0,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.0
DrugBAN,human,seed_7,target,base,0.9,0.1,0.05,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.9,0.1,0.1,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.05,17,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.1,17,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,17,0.0,0,,,,,,,,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.05,64,12.0,3,0.666666666667,0.166666666667,1.0,0.25,1.0,0.33333333333299997,0.083333333333,0.6666666666666666
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.1,64,12.0,6,0.666666666667,0.333333333333,1.0,0.5,2.0,0.33333333333299997,0.16666666666699997,0.6666666666666666
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,64,12.0,13,0.461538461538,0.5,0.9230769230769231,1.0,6.0,0.46153846153892314,0.5,0.5
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.05,57,7.0,3,0.333333333333,0.142857142857,1.0,0.42857142857142855,2.0,0.666666666667,0.2857142857144286,0.3333333333333333
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.1,57,7.0,6,0.166666666667,0.142857142857,1.0,0.8571428571428571,5.0,0.833333333333,0.7142857142858571,0.16666666666666666
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,57,7.0,11,0.363636363636,0.571428571429,0.6363636363636364,1.0,3.0,0.27272727272763636,0.42857142857099995,0.5714285714285714
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.05,55,6.0,3,0.0,0.0,1.0,0.5,3.0,1.0,0.5,0.0
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.1,55,6.0,6,0.333333333333,0.333333333333,1.0,1.0,4.0,0.666666666667,0.666666666667,0.3333333333333333
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,55,6.0,11,0.272727272727,0.5,0.5454545454545454,1.0,3.0,0.27272727272754543,0.5,0.5
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.05,49,4.0,2,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.0
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.1,49,4.0,5,0.2,0.25,0.8,1.0,3.0,0.6000000000000001,0.75,0.25
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,49,4.0,10,0.1,0.25,0.4,1.0,3.0,0.30000000000000004,0.75,0.25
DrugBAN,human,seed_8,target,base,0.8,0.1,0.05,64,12.0,3,0.666666666667,0.166666666667,1.0,0.25,1.0,0.33333333333299997,0.083333333333,0.6666666666666666
DrugBAN,human,seed_8,target,base,0.8,0.1,0.1,64,12.0,6,0.666666666667,0.333333333333,1.0,0.5,2.0,0.33333333333299997,0.16666666666699997,0.6666666666666666
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,64,12.0,13,0.461538461538,0.5,0.9230769230769231,1.0,6.0,0.46153846153892314,0.5,0.5
DrugBAN,human,seed_8,target,base,0.8,0.2,0.05,57,7.0,3,0.333333333333,0.142857142857,1.0,0.42857142857142855,2.0,0.666666666667,0.2857142857144286,0.3333333333333333
DrugBAN,human,seed_8,target,base,0.8,0.2,0.1,57,7.0,6,0.166666666667,0.142857142857,1.0,0.8571428571428571,5.0,0.833333333333,0.7142857142858571,0.16666666666666666
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,57,7.0,11,0.363636363636,0.571428571429,0.6363636363636364,1.0,3.0,0.27272727272763636,0.42857142857099995,0.5714285714285714
DrugBAN,human,seed_8,target,base,0.9,0.1,0.05,55,6.0,3,0.0,0.0,1.0,0.5,3.0,1.0,0.5,0.0
DrugBAN,human,seed_8,target,base,0.9,0.1,0.1,55,6.0,6,0.333333333333,0.333333333333,1.0,1.0,4.0,0.666666666667,0.666666666667,0.3333333333333333
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,55,6.0,11,0.272727272727,0.5,0.5454545454545454,1.0,3.0,0.27272727272754543,0.5,0.5
DrugBAN,human,seed_8,target,base,0.9,0.2,0.05,49,4.0,2,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.0
DrugBAN,human,seed_8,target,base,0.9,0.2,0.1,49,4.0,5,0.2,0.25,0.8,1.0,3.0,0.6000000000000001,0.75,0.25
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,49,4.0,10,0.1,0.25,0.4,1.0,3.0,0.30000000000000004,0.75,0.25
PACE,bindingdb,seed_4,drug,base,0.8,0.1,0.05,193,36.0,10,0.2,0.055555555556,1.0,0.2777777777777778,8.0,0.8,0.2222222222217778,0.2
PACE,bindingdb,seed_4,drug,base,0.8,0.1,0.1,193,36.0,19,0.210526315789,0.111111111111,1.0,0.5277777777777778,15.0,0.789473684211,0.41666666666677776,0.21052631578947367
PACE,bindingdb,seed_4,drug,base,0.8,0.1,0.2,193,36.0,39,0.179487179487,0.194444444444,0.9230769230769231,1.0,29.0,0.7435897435899231,0.805555555556,0.19444444444444445
PACE,bindingdb,seed_4,drug,base,0.8,0.2,0.05,172,31.0,9,0.111111111111,0.032258064516,1.0,0.2903225806451613,8.0,0.888888888889,0.2580645161291613,0.1111111111111111
PACE,bindingdb,seed_4,drug,base,0.8,0.2,0.1,172,31.0,17,0.117647058824,0.064516129032,1.0,0.5483870967741935,15.0,0.882352941176,0.4838709677421935,0.11764705882352941
PACE,bindingdb,seed_4,drug,base,0.8,0.2,0.2,172,31.0,34,0.176470588235,0.193548387097,0.9117647058823529,1.0,25.0,0.7352941176473529,0.8064516129029999,0.1935483870967742
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.05,85,13.0,4,0.25,0.076923076923,1.0,0.3076923076923077,3.0,0.75,0.23076923076930772,0.25
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.1,85,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.2,85,13.0,17,0.235294117647,0.307692307692,0.7647058823529411,1.0,9.0,0.5294117647059411,0.692307692308,0.3076923076923077
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.05,75,10.0,4,0.25,0.1,1.0,0.4,3.0,0.75,0.30000000000000004,0.25
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.1,75,10.0,8,0.125,0.1,1.0,0.8,7.0,0.875,0.7000000000000001,0.125
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.2,75,10.0,15,0.133333333333,0.2,0.6666666666666666,1.0,8.0,0.5333333333336666,0.8,0.2
PACE,bindingdb,seed_4,target,base,0.8,0.1,0.05,193,36.0,10,0.2,0.055555555556,1.0,0.2777777777777778,8.0,0.8,0.2222222222217778,0.2
PACE,bindingdb,seed_4,target,base,0.8,0.1,0.1,193,36.0,19,0.210526315789,0.111111111111,1.0,0.5277777777777778,15.0,0.789473684211,0.41666666666677776,0.21052631578947367
PACE,bindingdb,seed_4,target,base,0.8,0.1,0.2,193,36.0,39,0.179487179487,0.194444444444,0.9230769230769231,1.0,29.0,0.7435897435899231,0.805555555556,0.19444444444444445
PACE,bindingdb,seed_4,target,base,0.8,0.2,0.05,172,31.0,9,0.111111111111,0.032258064516,1.0,0.2903225806451613,8.0,0.888888888889,0.2580645161291613,0.1111111111111111
PACE,bindingdb,seed_4,target,base,0.8,0.2,0.1,172,31.0,17,0.117647058824,0.064516129032,1.0,0.5483870967741935,15.0,0.882352941176,0.4838709677421935,0.11764705882352941
PACE,bindingdb,seed_4,target,base,0.8,0.2,0.2,172,31.0,34,0.176470588235,0.193548387097,0.9117647058823529,1.0,25.0,0.7352941176473529,0.8064516129029999,0.1935483870967742
PACE,bindingdb,seed_4,target,base,0.9,0.1,0.05,85,13.0,4,0.25,0.076923076923,1.0,0.3076923076923077,3.0,0.75,0.23076923076930772,0.25
PACE,bindingdb,seed_4,target,base,0.9,0.1,0.1,85,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,bindingdb,seed_4,target,base,0.9,0.1,0.2,85,13.0,17,0.235294117647,0.307692307692,0.7647058823529411,1.0,9.0,0.5294117647059411,0.692307692308,0.3076923076923077
PACE,bindingdb,seed_4,target,base,0.9,0.2,0.05,75,10.0,4,0.25,0.1,1.0,0.4,3.0,0.75,0.30000000000000004,0.25
PACE,bindingdb,seed_4,target,base,0.9,0.2,0.1,75,10.0,8,0.125,0.1,1.0,0.8,7.0,0.875,0.7000000000000001,0.125
PACE,bindingdb,seed_4,target,base,0.9,0.2,0.2,75,10.0,15,0.133333333333,0.2,0.6666666666666666,1.0,8.0,0.5333333333336666,0.8,0.2
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.05,168,35.0,8,0.0,0.0,1.0,0.22857142857142856,8.0,1.0,0.22857142857142856,0.0
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.1,168,35.0,17,0.117647058824,0.057142857143,1.0,0.4857142857142857,15.0,0.882352941176,0.4285714285712857,0.11764705882352941
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.2,168,35.0,34,0.205882352941,0.2,1.0,0.9714285714285714,27.0,0.794117647059,0.7714285714285714,0.20588235294117646
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.05,150,33.0,8,0.25,0.060606060606,1.0,0.24242424242424243,6.0,0.75,0.18181818181824244,0.25
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.1,150,33.0,15,0.266666666667,0.121212121212,1.0,0.45454545454545453,11.0,0.733333333333,0.3333333333334545,0.26666666666666666
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.2,150,33.0,30,0.3,0.272727272727,1.0,0.9090909090909091,21.0,0.7,0.6363636363639091,0.3
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.05,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.1,34,2.0,3,0.333333333333,0.5,0.6666666666666666,1.0,1.0,0.3333333333336666,0.5,0.5
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.2,34,2.0,7,0.142857142857,0.5,0.2857142857142857,1.0,1.0,0.1428571428572857,0.5,0.5
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.05,30,1.0,2,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.1,30,1.0,3,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.2,30,1.0,6,0.0,0.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,0.0
PACE,bindingdb,seed_5,target,base,0.8,0.1,0.05,168,35.0,8,0.0,0.0,1.0,0.22857142857142856,8.0,1.0,0.22857142857142856,0.0
PACE,bindingdb,seed_5,target,base,0.8,0.1,0.1,168,35.0,17,0.117647058824,0.057142857143,1.0,0.4857142857142857,15.0,0.882352941176,0.4285714285712857,0.11764705882352941
PACE,bindingdb,seed_5,target,base,0.8,0.1,0.2,168,35.0,34,0.205882352941,0.2,1.0,0.9714285714285714,27.0,0.794117647059,0.7714285714285714,0.20588235294117646
PACE,bindingdb,seed_5,target,base,0.8,0.2,0.05,150,33.0,8,0.25,0.060606060606,1.0,0.24242424242424243,6.0,0.75,0.18181818181824244,0.25
PACE,bindingdb,seed_5,target,base,0.8,0.2,0.1,150,33.0,15,0.266666666667,0.121212121212,1.0,0.45454545454545453,11.0,0.733333333333,0.3333333333334545,0.26666666666666666
PACE,bindingdb,seed_5,target,base,0.8,0.2,0.2,150,33.0,30,0.3,0.272727272727,1.0,0.9090909090909091,21.0,0.7,0.6363636363639091,0.3
PACE,bindingdb,seed_5,target,base,0.9,0.1,0.05,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
PACE,bindingdb,seed_5,target,base,0.9,0.1,0.1,34,2.0,3,0.333333333333,0.5,0.6666666666666666,1.0,1.0,0.3333333333336666,0.5,0.5
PACE,bindingdb,seed_5,target,base,0.9,0.1,0.2,34,2.0,7,0.142857142857,0.5,0.2857142857142857,1.0,1.0,0.1428571428572857,0.5,0.5
PACE,bindingdb,seed_5,target,base,0.9,0.2,0.05,30,1.0,2,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0
PACE,bindingdb,seed_5,target,base,0.9,0.2,0.1,30,1.0,3,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0
PACE,bindingdb,seed_5,target,base,0.9,0.2,0.2,30,1.0,6,0.0,0.0,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,0.0
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.05,48,6.0,2,0.5,0.166666666667,1.0,0.3333333333333333,1.0,0.5,0.1666666666663333,0.5
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.1,48,6.0,5,0.2,0.166666666667,1.0,0.8333333333333334,4.0,0.8,0.6666666666663333,0.2
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.2,48,6.0,10,0.3,0.5,0.6,1.0,3.0,0.3,0.5,0.5
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.05,42,4.0,2,0.5,0.25,1.0,0.5,1.0,0.5,0.25,0.5
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.1,42,4.0,4,0.25,0.25,1.0,1.0,3.0,0.75,0.75,0.25
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.2,42,4.0,8,0.125,0.25,0.5,1.0,3.0,0.375,0.75,0.25
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.05,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.1,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.2,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.05,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.1,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.2,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.8,0.1,0.05,48,6.0,2,0.5,0.166666666667,1.0,0.3333333333333333,1.0,0.5,0.1666666666663333,0.5
PACE,bindingdb,seed_6,target,base,0.8,0.1,0.1,48,6.0,5,0.2,0.166666666667,1.0,0.8333333333333334,4.0,0.8,0.6666666666663333,0.2
PACE,bindingdb,seed_6,target,base,0.8,0.1,0.2,48,6.0,10,0.3,0.5,0.6,1.0,3.0,0.3,0.5,0.5
PACE,bindingdb,seed_6,target,base,0.8,0.2,0.05,42,4.0,2,0.5,0.25,1.0,0.5,1.0,0.5,0.25,0.5
PACE,bindingdb,seed_6,target,base,0.8,0.2,0.1,42,4.0,4,0.25,0.25,1.0,1.0,3.0,0.75,0.75,0.25
PACE,bindingdb,seed_6,target,base,0.8,0.2,0.2,42,4.0,8,0.125,0.25,0.5,1.0,3.0,0.375,0.75,0.25
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.05,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.1,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.2,4,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.05,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.1,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.2,3,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.05,68,16.0,3,0.666666666667,0.125,1.0,0.1875,1.0,0.33333333333299997,0.0625,0.6666666666666666
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.1,68,16.0,7,0.428571428571,0.1875,1.0,0.4375,4.0,0.5714285714289999,0.25,0.42857142857142855
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.2,68,16.0,14,0.571428571429,0.5,1.0,0.875,6.0,0.42857142857099995,0.375,0.5714285714285714
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.05,61,13.0,3,0.666666666667,0.153846153846,1.0,0.23076923076923078,1.0,0.33333333333299997,0.07692307692323078,0.6666666666666666
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.1,61,13.0,6,0.666666666667,0.307692307692,1.0,0.46153846153846156,2.0,0.33333333333299997,0.15384615384646155,0.6666666666666666
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.2,61,13.0,12,0.583333333333,0.538461538462,1.0,0.9230769230769231,5.0,0.41666666666700003,0.3846153846149232,0.5833333333333334
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.05,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.1,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.2,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.05,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.1,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.2,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.05,68,16.0,3,0.666666666667,0.125,1.0,0.1875,1.0,0.33333333333299997,0.0625,0.6666666666666666
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.1,68,16.0,7,0.428571428571,0.1875,1.0,0.4375,4.0,0.5714285714289999,0.25,0.42857142857142855
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.2,68,16.0,14,0.571428571429,0.5,1.0,0.875,6.0,0.42857142857099995,0.375,0.5714285714285714
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.05,61,13.0,3,0.666666666667,0.153846153846,1.0,0.23076923076923078,1.0,0.33333333333299997,0.07692307692323078,0.6666666666666666
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.1,61,13.0,6,0.666666666667,0.307692307692,1.0,0.46153846153846156,2.0,0.33333333333299997,0.15384615384646155,0.6666666666666666
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.2,61,13.0,12,0.583333333333,0.538461538462,1.0,0.9230769230769231,5.0,0.41666666666700003,0.3846153846149232,0.5833333333333334
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.05,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.1,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.2,11,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.05,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.1,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.2,10,0.0,0,,,,,,,,
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.05,167,37.0,8,0.625,0.135135135135,1.0,0.21621621621621623,3.0,0.375,0.08108108108121623,0.625
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.1,167,37.0,17,0.529411764706,0.243243243243,1.0,0.4594594594594595,8.0,0.47058823529399996,0.21621621621645948,0.5294117647058824
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,167,37.0,33,0.393939393939,0.351351351351,1.0,0.8918918918918919,20.0,0.606060606061,0.5405405405408918,0.3939393939393939
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.05,148,28.0,7,0.285714285714,0.071428571429,1.0,0.25,5.0,0.714285714286,0.178571428571,0.2857142857142857
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.1,148,28.0,15,0.266666666667,0.142857142857,1.0,0.5357142857142857,11.0,0.733333333333,0.3928571428572857,0.26666666666666666
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,148,28.0,30,0.233333333333,0.25,0.9333333333333333,1.0,21.0,0.7000000000003334,0.75,0.25
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.05,38,3.0,2,0.0,0.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.1,38,3.0,4,0.25,0.333333333333,0.75,1.0,2.0,0.5,0.666666666667,0.3333333333333333
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,38,3.0,8,0.125,0.333333333333,0.375,1.0,2.0,0.25,0.666666666667,0.3333333333333333
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.05,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.1,34,2.0,3,0.0,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,34,2.0,7,0.0,0.0,0.2857142857142857,1.0,2.0,0.2857142857142857,1.0,0.0
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.05,167,37.0,8,0.625,0.135135135135,1.0,0.21621621621621623,3.0,0.375,0.08108108108121623,0.625
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.1,167,37.0,17,0.529411764706,0.243243243243,1.0,0.4594594594594595,8.0,0.47058823529399996,0.21621621621645948,0.5294117647058824
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.2,167,37.0,33,0.393939393939,0.351351351351,1.0,0.8918918918918919,20.0,0.606060606061,0.5405405405408918,0.3939393939393939
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.05,148,28.0,7,0.285714285714,0.071428571429,1.0,0.25,5.0,0.714285714286,0.178571428571,0.2857142857142857
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.1,148,28.0,15,0.266666666667,0.142857142857,1.0,0.5357142857142857,11.0,0.733333333333,0.3928571428572857,0.26666666666666666
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.2,148,28.0,30,0.233333333333,0.25,0.9333333333333333,1.0,21.0,0.7000000000003334,0.75,0.25
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.05,38,3.0,2,0.0,0.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,0.0
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.1,38,3.0,4,0.25,0.333333333333,0.75,1.0,2.0,0.5,0.666666666667,0.3333333333333333
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,38,3.0,8,0.125,0.333333333333,0.375,1.0,2.0,0.25,0.666666666667,0.3333333333333333
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.05,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.1,34,2.0,3,0.0,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,0.0
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,34,2.0,7,0.0,0.0,0.2857142857142857,1.0,2.0,0.2857142857142857,1.0,0.0
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.05,250,38.0,12,0.333333333333,0.105263157895,1.0,0.3157894736842105,8.0,0.666666666667,0.2105263157892105,0.3333333333333333
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.1,250,38.0,25,0.4,0.263157894737,1.0,0.6578947368421053,15.0,0.6,0.3947368421051053,0.4
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.2,250,38.0,50,0.28,0.368421052632,0.76,1.0,24.0,0.48,0.631578947368,0.3684210526315789
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.05,222,28.0,11,0.181818181818,0.071428571429,1.0,0.39285714285714285,9.0,0.818181818182,0.32142857142814285,0.18181818181818182
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.1,222,28.0,22,0.181818181818,0.142857142857,1.0,0.7857142857142857,18.0,0.818181818182,0.6428571428572857,0.18181818181818182
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.2,222,28.0,44,0.227272727273,0.357142857143,0.6363636363636364,1.0,18.0,0.4090909090906364,0.642857142857,0.35714285714285715
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.05,219,28.0,11,0.181818181818,0.071428571429,1.0,0.39285714285714285,9.0,0.818181818182,0.32142857142814285,0.18181818181818182
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.1,219,28.0,22,0.318181818182,0.25,1.0,0.7857142857142857,15.0,0.681818181818,0.5357142857142857,0.3181818181818182
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.2,219,28.0,44,0.227272727273,0.357142857143,0.6363636363636364,1.0,18.0,0.4090909090906364,0.642857142857,0.35714285714285715
PACE,biosnap,seed_4,drug,base,0.9,0.2,0.05,194,21.0,10,0.3,0.142857142857,1.0,0.47619047619047616,7.0,0.7,0.33333333333347615,0.3
PACE,biosnap,seed_4,drug,base,0.9,0.2,0.1,194,21.0,19,0.157894736842,0.142857142857,1.0,0.9047619047619048,16.0,0.8421052631579999,0.7619047619049047,0.15789473684210525
PACE,biosnap,seed_4,drug,base,0.9,0.2,0.2,194,21.0,39,0.153846153846,0.285714285714,0.5384615384615384,1.0,15.0,0.38461538461553846,0.714285714286,0.2857142857142857
PACE,biosnap,seed_4,target,base,0.8,0.1,0.05,250,38.0,12,0.333333333333,0.105263157895,1.0,0.3157894736842105,8.0,0.666666666667,0.2105263157892105,0.3333333333333333
PACE,biosnap,seed_4,target,base,0.8,0.1,0.1,250,38.0,25,0.4,0.263157894737,1.0,0.6578947368421053,15.0,0.6,0.3947368421051053,0.4
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,250,38.0,50,0.28,0.368421052632,0.76,1.0,24.0,0.48,0.631578947368,0.3684210526315789
PACE,biosnap,seed_4,target,base,0.8,0.2,0.05,222,28.0,11,0.181818181818,0.071428571429,1.0,0.39285714285714285,9.0,0.818181818182,0.32142857142814285,0.18181818181818182
PACE,biosnap,seed_4,target,base,0.8,0.2,0.1,222,28.0,22,0.181818181818,0.142857142857,1.0,0.7857142857142857,18.0,0.818181818182,0.6428571428572857,0.18181818181818182
PACE,biosnap,seed_4,target,base,0.8,0.2,0.2,222,28.0,44,0.227272727273,0.357142857143,0.6363636363636364,1.0,18.0,0.4090909090906364,0.642857142857,0.35714285714285715
PACE,biosnap,seed_4,target,base,0.9,0.1,0.05,219,28.0,11,0.181818181818,0.071428571429,1.0,0.39285714285714285,9.0,0.818181818182,0.32142857142814285,0.18181818181818182
PACE,biosnap,seed_4,target,base,0.9,0.1,0.1,219,28.0,22,0.318181818182,0.25,1.0,0.7857142857142857,15.0,0.681818181818,0.5357142857142857,0.3181818181818182
PACE,biosnap,seed_4,target,base,0.9,0.1,0.2,219,28.0,44,0.227272727273,0.357142857143,0.6363636363636364,1.0,18.0,0.4090909090906364,0.642857142857,0.35714285714285715
PACE,biosnap,seed_4,target,base,0.9,0.2,0.05,194,21.0,10,0.3,0.142857142857,1.0,0.47619047619047616,7.0,0.7,0.33333333333347615,0.3
