model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selected_v2_profile,selection_metric,validation_metric,validation_gain_vs_U,fallback_reason,u_validation_error_detection_auprc,u2_validation_error_detection_auprc,ue2_validation_error_detection_auprc,u2e2_validation_error_detection_auprc,min_validation_gain,selection_reason
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.452201,0.238641,,0.21356,0.319787,0.442708,0.452201,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.480181,0.230652,,0.249529,0.330535,0.480181,0.442396,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,U2+E2,validation_error_detection_auprc,0.492622,0.135358,,0.357264,0.370089,0.485266,0.492622,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,U2+E2,validation_error_detection_auprc,0.530053,0.187497,,0.342556,0.332197,0.521161,0.530053,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.53105,0.226901,,0.30415,0.268403,0.53105,0.51745,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.464232,0.237019,,0.227213,0.227882,0.464232,0.462382,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.385856,0.066719,,0.319137,0.28799,0.385856,0.383682,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.357377,0.089063,,0.268314,0.236276,0.357377,0.348762,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.298281,0.089016,,0.209264,0.159405,0.298281,0.261657,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.265635,0.082963,,0.182671,0.158322,0.265635,0.238226,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.434364,0.112237,,0.322127,0.306744,0.434364,0.433638,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.390916,0.087147,,0.30377,0.256435,0.390916,0.381773,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.31158,0.095442,,0.216137,0.208762,0.31158,0.301285,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.342118,0.120353,,0.221764,0.196891,0.342118,0.337879,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.470251,0.130796,,0.339455,0.360557,0.470251,0.443673,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.525392,0.165877,,0.359515,0.372015,0.525392,0.495027,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.491476,0.153474,,0.338001,0.302151,0.491476,0.416744,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.502427,0.182594,,0.319833,0.337342,0.502427,0.474955,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.475918,0.131818,,0.3441,0.327097,0.475918,0.471733,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.485964,0.140133,,0.345831,0.302379,0.485964,0.470675,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.482828,0.10215,,0.380679,0.353476,0.482828,0.479803,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.468802,0.164558,,0.304244,0.278129,0.468802,0.461869,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,U2+E2,validation_error_detection_auprc,0.485412,0.122145,,0.363267,0.451255,0.436725,0.485412,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,U2+E2,validation_error_detection_auprc,0.503136,0.140955,,0.36218,0.463652,0.402646,0.503136,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.49708,0.19832,,0.29876,0.353274,0.473222,0.49708,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.473353,0.211257,,0.262096,0.364496,0.427108,0.473353,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.551541,0.128655,,0.422886,0.421391,0.551541,0.540069,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.528962,0.123892,,0.405071,0.358315,0.528962,0.485106,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.513539,0.16831,,0.34523,0.309456,0.513539,0.494545,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.474351,0.174102,,0.300249,0.31042,0.471249,0.474351,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.360072,0.078528,,0.281544,0.33226,0.360072,0.337378,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.45328,0.195137,,0.258143,0.339419,0.45328,0.436895,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.434927,0.192656,,0.24227,0.357713,0.411525,0.434927,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.47253,0.192696,,0.279834,0.383599,0.462427,0.47253,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.435255,0.121841,,0.313414,0.315181,0.435255,0.432724,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,U2+E2,validation_error_detection_auprc,0.425381,0.168906,,0.256475,0.278752,0.409299,0.425381,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.418986,0.165692,,0.253295,0.27789,0.409916,0.418986,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.547119,0.257204,,0.289915,0.319178,0.514345,0.547119,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,U2+E2,validation_error_detection_auprc,0.571511,0.164603,,0.406907,0.551831,0.487455,0.571511,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,U2,validation_error_detection_auprc,0.516257,0.068424,,0.447833,0.516257,0.44872,0.485889,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,U2,validation_error_detection_auprc,0.45361,0.065719,,0.387891,0.45361,0.362886,0.437184,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.437727,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.437727,0.374518,0.378496,0.405531,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.565509,0.079611,,0.485898,0.482721,0.565509,0.564848,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,U2+E2,validation_error_detection_auprc,0.588581,0.074354,,0.514227,0.493379,0.588431,0.588581,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.580474,0.115991,,0.464483,0.459293,0.576481,0.580474,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.567827,0.08966,,0.478168,0.434204,0.567827,0.560053,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,U2+E2,validation_error_detection_auprc,0.422514,0.150294,,0.272219,0.395151,0.39749,0.422514,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,U2+E2,validation_error_detection_auprc,0.361987,0.08726,,0.274727,0.337195,0.244498,0.361987,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.534346,0.320987,,0.213359,0.186722,0.534346,0.480173,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.478289,0.238395,,0.239894,0.260773,0.394955,0.478289,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.520152,0.193564,,0.326588,0.323297,0.520152,0.518634,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.535158,0.229971,,0.305186,0.304063,0.535158,0.529606,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.551542,0.318613,,0.232929,0.213427,0.551542,0.550197,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,U+E2,validation_error_detection_auprc,0.582271,0.369446,,0.212825,0.206892,0.582271,0.567893,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.179646,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.179646,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.126899,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.126899,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.085122,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.085122,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.138991,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.138991,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.180086,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.180086,0.120893,0.181471,0.155214,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.1768,0.031126,,0.145674,0.118865,0.1768,0.162736,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.174557,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.174557,0.129978,0.161803,0.15927,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.199427,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.199427,0.178317,0.152032,0.151768,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,U2,validation_error_detection_auprc,0.297752,0.036705,,0.261046,0.297752,0.160204,0.186054,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,U2,validation_error_detection_auprc,0.311757,0.072773,,0.238984,0.311757,0.170238,0.2868,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.219423,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.219423,0.166169,0.11842,0.120409,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.178447,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.178447,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.427796,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.427796,0.416777,0.393576,0.408325,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.369405,0.024912,,0.344493,0.345794,0.369405,0.356764,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,U+E2,validation_error_detection_auprc,0.383026,0.026677,,0.356349,0.331702,0.383026,0.354909,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,U2+E2,validation_error_detection_auprc,0.342324,0.044625,,0.297699,0.316359,0.329613,0.342324,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.271499,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.271499,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,U2,validation_error_detection_auprc,0.383714,0.08501,,0.298704,0.383714,0.330304,0.321621,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.408039,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.408039,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.560516,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.560516,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,U+E2,validation_error_detection_auprc,0.460523,0.165828,,0.294694,0.39173,0.460523,0.455686,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,U+E2,validation_error_detection_auprc,0.518118,0.234921,,0.283196,0.422966,0.518118,0.517103,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.391769,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.391769,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.516071,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.516071,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.1,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.1,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.111111,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.111111,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.5,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.5,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.5,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.5,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.090909,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.090909,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.1,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.1,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.333333,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.333333,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.333333,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.333333,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.183584,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.183584,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.279167,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.279167,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.166667,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.166667,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.2,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.2,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.134113,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.134113,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.173611,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.173611,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.166667,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.166667,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.2,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.2,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.1,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.1,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.125,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.125,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.166667,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.166667,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.225,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.225,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,,,fallback_to_U_gain_below_threshold_or_unavailable,,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.166984,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.166984,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.346875,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.346875,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,U,validation_error_detection_auprc,0.204381,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.204381,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.519298,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.519298,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,U,validation_error_detection_auprc,0.192424,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.192424,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,U,validation_error_detection_auprc,0.190327,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.190327,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,U2+E2,validation_error_detection_auprc,0.393452,0.111905,,0.281548,0.147248,0.267529,0.393452,0.005,validation_gain_vs_U_meets_threshold
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,U,validation_error_detection_auprc,0.25,0.0,fallback_to_U_gain_below_threshold_or_unavailable,0.25,,,,0.005,fallback_to_U_gain_below_threshold_or_unavailable
