model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,deduplicated_universe_n,deduplicated_universe_error_count,deduplicated_universe_error_rate,deduplicated_error_detection_auroc,deduplicated_error_detection_auprc,deduplicated_reviewed_n,deduplicated_review_error_count,deduplicated_review_error_rate,deduplicated_review_lift,deduplicated_review_recall_of_residual_errors,deduplicated_combined_recall_of_candidate_errors,deduplicated_retained_accuracy_after_review,deduplicated_retained_accuracy_gain_vs_residual,uncertainty_error_detection_auprc,uncertainty_review_error_rate,uncertainty_combined_recall_of_candidate_errors,uncertainty_retained_accuracy_gain_vs_residual,uncertainty_deduplicated_error_detection_auprc,uncertainty_deduplicated_review_error_rate,uncertainty_deduplicated_combined_recall_of_candidate_errors,uncertainty_deduplicated_retained_accuracy_gain_vs_residual,transfer_type,held_out_domain,transferred_profile,delta_error_detection_auprc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,46,5.0,0.108696,0.731707,0.343889,9,3.0,0.333333,3.066667,0.6,0.666667,0.945946,0.054642,37.0,5.0,0.135135,0.73125,0.434964,7.0,3.0,0.428571,3.171429,0.6,0.666667,0.933333,0.068468,0.480952,0.444444,0.833333,0.081669,0.755455,0.571429,0.833333,0.101802,leave_one_dataset_out,human,uncertainty_support,-0.137063,-0.320491,-0.111111,-0.142858,-0.166666,-0.166666,-0.027027,-0.033334
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,41,3.0,0.073171,0.763158,0.590038,8,2.0,0.25,3.416667,0.666667,0.833333,0.969697,0.042868,34.0,3.0,0.088235,0.731183,0.592593,7.0,2.0,0.285714,3.238095,0.666667,0.833333,0.962963,0.051198,0.706667,0.25,0.833333,0.042868,0.719298,0.285714,0.833333,0.051198,leave_one_dataset_out,human,uncertainty_support,-0.116629,-0.126705,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,84,17.0,0.202381,0.732221,0.477089,17,9.0,0.529412,2.615917,0.529412,0.652174,0.880597,0.082978,72.0,17.0,0.236111,0.700535,0.484371,14.0,8.0,0.571429,2.420168,0.470588,0.608696,0.844828,0.080939,0.586757,0.470588,0.608696,0.068053,0.611365,0.571429,0.608696,0.080939,leave_one_dataset_out,human,uncertainty_support,-0.109668,-0.126994,0.058824,0.0,0.043478,0.0,0.014925,0.0
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,74,10.0,0.135135,0.6125,0.335362,15,4.0,0.266667,1.973333,0.4,0.73913,0.898305,0.03344,62.0,10.0,0.16129,0.588462,0.345562,12.0,3.0,0.25,1.55,0.3,0.695652,0.86,0.02129,0.271553,0.333333,0.782609,0.050389,0.315317,0.333333,0.73913,0.04129,leave_one_dataset_out,human,uncertainty_support,0.063809,0.030245,-0.066666,-0.083333,-0.043479,-0.043478,-0.016949,-0.02
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,73,10.0,0.136986,0.646032,0.395803,15,4.0,0.266667,1.946667,0.4,0.6,0.896552,0.033538,61.0,10.0,0.163934,0.627451,0.407442,12.0,4.0,0.333333,2.033333,0.4,0.6,0.877551,0.041485,0.335114,0.333333,0.666667,0.050779,0.385962,0.416667,0.666667,0.061894,leave_one_dataset_out,human,uncertainty_support,0.060689,0.02148,-0.066666,-0.083334,-0.066667,-0.066667,-0.017241,-0.020409
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,65,8.0,0.123077,0.719298,0.480331,13,5.0,0.384615,3.125,0.625,0.8,0.942308,0.065385,55.0,8.0,0.145455,0.678191,0.483583,11.0,5.0,0.454545,3.125,0.625,0.8,0.931818,0.077273,0.285616,0.230769,0.666667,0.026923,0.308328,0.272727,0.666667,0.031818,leave_one_dataset_out,human,uncertainty_support,0.194715,0.175255,0.153846,0.181818,0.133333,0.133333,0.038462,0.045455
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,68,13.0,0.191176,0.697902,0.613409,14,6.0,0.428571,2.241758,0.461538,0.533333,0.87037,0.061547,58.0,13.0,0.224138,0.673504,0.620511,12.0,6.0,0.5,2.230769,0.461538,0.533333,0.847826,0.071964,0.304393,0.285714,0.4,0.02451,0.324561,0.333333,0.4,0.028486,leave_one_dataset_out,human,uncertainty_support,0.309016,0.29595,0.142857,0.166667,0.133333,0.133333,0.037037,0.043478
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,61,10.0,0.163934,0.684314,0.617122,12,5.0,0.416667,2.541667,0.5,0.666667,0.897959,0.061894,51.0,10.0,0.196078,0.663415,0.624958,10.0,5.0,0.5,2.55,0.5,0.666667,0.878049,0.074127,0.235835,0.166667,0.466667,0.000669,0.26079,0.2,0.466667,0.000956,leave_one_dataset_out,human,uncertainty_support,0.381287,0.364168,0.25,0.3,0.2,0.2,0.061225,0.073171
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,62,10.0,0.16129,0.686538,0.616612,12,5.0,0.416667,2.583333,0.5,0.615385,0.9,0.06129,52.0,10.0,0.192308,0.666667,0.624228,10.0,5.0,0.5,2.6,0.5,0.615385,0.880952,0.07326,0.181491,0.166667,0.384615,0.00129,0.205042,0.1,0.307692,-0.021978,leave_one_dataset_out,human,uncertainty_support,0.435121,0.419186,0.25,0.4,0.23077,0.307693,0.06,0.095238
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,55,9.0,0.163636,0.676329,0.651808,11,5.0,0.454545,2.777778,0.555556,0.692308,0.909091,0.072727,46.0,9.0,0.195652,0.660661,0.660319,9.0,5.0,0.555556,2.839506,0.555556,0.692308,0.891892,0.087544,0.149173,0.090909,0.384615,-0.018182,0.173779,0.111111,0.384615,-0.020564,leave_one_dataset_out,human,uncertainty_support,0.502635,0.48654,0.363636,0.444445,0.307693,0.307693,0.090909,0.108108
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,98,22.0,0.22449,0.651914,0.429664,20,7.0,0.35,1.559091,0.318182,0.5,0.807692,0.032182,84.0,22.0,0.261905,0.63783,0.453411,17.0,7.0,0.411765,1.572193,0.318182,0.5,0.776119,0.038024,0.361425,0.3,0.466667,0.019362,0.446258,0.470588,0.533333,0.05295,leave_one_dataset_out,human,uncertainty_support,0.068239,0.007153,0.05,-0.058823,0.033333,-0.033333,0.01282,-0.014926
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,87,19.0,0.218391,0.623839,0.424738,17,6.0,0.352941,1.616099,0.315789,0.566667,0.814286,0.032677,76.0,19.0,0.25,0.605725,0.439933,15.0,5.0,0.333333,1.333333,0.263158,0.533333,0.770492,0.020492,0.415497,0.411765,0.6,0.046962,0.490194,0.466667,0.6,0.053279,leave_one_dataset_out,human,uncertainty_support,0.009241,-0.050261,-0.058824,-0.133334,-0.033333,-0.066667,-0.014285,-0.032787
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,95,21.0,0.221053,0.632561,0.419944,19,7.0,0.368421,1.666667,0.333333,0.461538,0.815789,0.036842,81.0,21.0,0.259259,0.623016,0.445666,16.0,7.0,0.4375,1.6875,0.333333,0.461538,0.784615,0.043875,0.330853,0.263158,0.384615,0.010526,0.440735,0.4375,0.461538,0.043875,leave_one_dataset_out,human,uncertainty_support,0.089091,0.004931,0.105263,0.0,0.076923,0.0,0.026316,0.0
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,84,17.0,0.202381,0.650571,0.365947,17,5.0,0.294118,1.453287,0.294118,0.538462,0.820896,0.023276,73.0,17.0,0.232877,0.630252,0.380954,15.0,5.0,0.333333,1.431373,0.294118,0.538462,0.793103,0.02598,0.321579,0.294118,0.538462,0.023276,0.409854,0.333333,0.538462,0.02598,leave_one_dataset_out,human,uncertainty_support,0.044368,-0.0289,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,93,23.0,0.247312,0.847826,0.698145,19,11.0,0.578947,2.340961,0.478261,0.5,0.837838,0.08515,82.0,23.0,0.280488,0.829035,0.70847,16.0,11.0,0.6875,2.451087,0.478261,0.5,0.818182,0.09867,0.38579,0.473684,0.416667,0.058123,0.427483,0.5,0.375,0.053215,leave_one_dataset_out,human,uncertainty_support,0.312355,0.280987,0.105263,0.1875,0.083333,0.125,0.027027,0.045455
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,82,18.0,0.219512,0.811632,0.511315,16,8.0,0.5,2.277778,0.444444,0.583333,0.848485,0.067997,72.0,18.0,0.25,0.776749,0.511315,14.0,7.0,0.5,2.0,0.388889,0.541667,0.810345,0.060345,0.429407,0.375,0.5,0.037694,0.472993,0.428571,0.5,0.043103,leave_one_dataset_out,human,uncertainty_support,0.081908,0.038322,0.125,0.071429,0.083333,0.041667,0.030303,0.017242
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,91,23.0,0.252747,0.826726,0.596422,18,10.0,0.555556,2.198068,0.434783,0.458333,0.821918,0.074665,80.0,23.0,0.2875,0.803966,0.606688,16.0,9.0,0.5625,1.956522,0.391304,0.416667,0.78125,0.06875,0.44219,0.5,0.416667,0.060966,0.492577,0.5625,0.416667,0.06875,leave_one_dataset_out,human,uncertainty_support,0.154232,0.114111,0.055556,0.0,0.041666,0.0,0.013699,0.0
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,81,17.0,0.209877,0.727941,0.406816,16,6.0,0.375,1.786765,0.352941,0.541667,0.830769,0.040646,71.0,17.0,0.239437,0.680828,0.40742,14.0,6.0,0.428571,1.789916,0.352941,0.541667,0.807018,0.046454,0.357255,0.3125,0.5,0.025261,0.402378,0.357143,0.5,0.02891,leave_one_dataset_out,human,uncertainty_support,0.049561,0.005042,0.0625,0.071428,0.041667,0.041667,0.015385,0.017544
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.25,,,,0.25,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.333333,,,,0.333333,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,55,10.0,0.181818,0.755556,0.517377,11,4.0,0.363636,2.0,0.4,0.571429,0.863636,0.045455,46.0,10.0,0.217391,0.697222,0.517906,9.0,4.0,0.444444,2.044444,0.4,0.571429,0.837838,0.055229,0.367731,0.363636,0.571429,0.045455,0.382926,0.333333,0.5,0.028202,leave_one_dataset_out,human,uncertainty_support,0.149646,0.13498,0.0,0.111111,0.0,0.071429,0.0,0.027027
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,49,7.0,0.142857,0.765306,0.415345,10,4.0,0.4,2.8,0.571429,0.785714,0.923077,0.065934,40.0,7.0,0.175,0.701299,0.415345,8.0,3.0,0.375,2.142857,0.428571,0.714286,0.875,0.05,0.231651,0.3,0.714286,0.040293,0.255102,0.25,0.642857,0.01875,leave_one_dataset_out,human,uncertainty_support,0.183694,0.160243,0.1,0.125,0.071428,0.071429,0.025641,0.03125
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.25,0.25,0.5,0.036415,0.366667,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.7,,,,0.833333,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.488889,,,,0.5,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.625,,,,0.642857,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,38,2.0,0.052632,0.638889,0.126812,8,1.0,0.125,2.375,0.5,0.5,0.966667,0.019298,35.0,2.0,0.057143,0.621212,0.128788,7.0,1.0,0.142857,2.5,0.5,0.5,0.964286,0.021429,0.219298,0.125,0.5,0.019298,0.222222,0.142857,0.5,0.021429,leave_one_dataset_out,human,uncertainty_support,-0.092486,-0.093434,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,34,1.0,0.029412,0.0,0.029412,7,0.0,0.0,0.0,0.0,0.5,0.962963,-0.007625,31.0,1.0,0.032258,0.0,0.032258,6.0,0.0,0.0,0.0,0.0,0.5,0.96,-0.007742,0.066667,0.0,0.5,-0.007625,0.071429,0.0,0.5,-0.007742,leave_one_dataset_out,human,uncertainty_support,-0.037255,-0.039171,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,leave_one_dataset_out,human,uncertainty_support,,,,,,,,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,64,12.0,0.1875,0.794872,0.628769,13,6.0,0.461538,2.461538,0.5,0.571429,0.882353,0.069853,56.0,12.0,0.214286,0.780303,0.636616,11.0,6.0,0.545455,2.545455,0.5,0.571429,0.866667,0.080952,0.505843,0.461538,0.571429,0.069853,0.564618,0.545455,0.571429,0.080952,leave_one_dataset_out,human,uncertainty_support,0.122926,0.071998,0.0,0.0,0.0,0.0,0.0,0.0
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,57,7.0,0.122807,0.708571,0.38146,11,2.0,0.181818,1.480519,0.285714,0.642857,0.891304,0.014111,50.0,7.0,0.14,0.714286,0.404079,10.0,2.0,0.2,1.428571,0.285714,0.642857,0.875,0.015,0.283836,0.363636,0.785714,0.05759,0.294117,0.3,0.714286,0.04,leave_one_dataset_out,human,uncertainty_support,0.097624,0.109962,-0.181818,-0.1,-0.142857,-0.071429,-0.043479,-0.025
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,55,6.0,0.109091,0.785714,0.442999,11,2.0,0.181818,1.666667,0.333333,0.6,0.909091,0.018182,48.0,6.0,0.125,0.761905,0.445384,10.0,2.0,0.2,1.6,0.333333,0.6,0.894737,0.019737,0.211923,0.272727,0.7,0.040909,0.223116,0.3,0.7,0.046053,leave_one_dataset_out,human,uncertainty_support,0.231076,0.222268,-0.090909,-0.1,-0.1,-0.1,-0.022727,-0.026316
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,49,4.0,0.081633,0.816667,0.50614,10,2.0,0.2,2.45,0.5,0.8,0.948718,0.030351,42.0,4.0,0.095238,0.822368,0.522365,8.0,2.0,0.25,2.625,0.5,0.8,0.941176,0.036415,0.154498,0.1,0.7,0.00471,0.169192,0.125,0.7,0.007003,leave_one_dataset_out,human,uncertainty_support,0.351642,0.353173,0.1,0.125,0.1,0.1,0.025641,0.029412
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,142,26.0,0.183099,0.710544,0.400904,28,10.0,0.357143,1.950549,0.384615,0.5,0.859649,0.042748,,,,,,,,,,,,,,0.318832,0.357143,0.5,0.042748,,,,,leave_one_model_out,DrugBAN,prior,0.082072,,0.0,,0.0,,0.0,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,126,22.0,0.174603,0.728147,0.415082,25,10.0,0.4,2.290909,0.454545,0.625,0.881188,0.055791,,,,,,,,,,,,,,0.358361,0.4,0.625,0.055791,,,,,leave_one_model_out,DrugBAN,prior,0.056721,,0.0,,0.0,,0.0,
