split,group_axis,added_component,measure,num_independent_runs,num_model_dataset_strata,mean,run_win_rate,ci_low,ci_high
validation,drug,fit_support_after_native_source_domain,delta_error_detection_auprc,36,9,0.064569565544,0.833333333333,0.031204422659,0.098525672919
validation,drug,fit_support_after_native_source_domain,delta_review_lift,36,9,0.607601727942,0.861111111111,0.266439751705,0.911413399588
validation,drug,fit_support_after_native_source_domain,delta_retained_accuracy_gain_vs_residual,36,9,0.016962884108,0.833333333333,0.008523806908,0.024708068894
validation,drug,general_target_joint_support,delta_validation_fold_mean_auprc,36,9,0.021144883975,0.666666666667,-0.009395691109,0.054849637829
validation,drug,general_target_joint_support,delta_error_detection_auprc,36,9,0.038630830234,0.666666666667,0.004540290718,0.079342277347
validation,drug,general_target_joint_support,delta_review_lift,36,9,0.093251578693,0.638888888889,-0.127569026824,0.306681295558
validation,drug,general_target_joint_support,delta_retained_accuracy_gain_vs_residual,36,9,0.002676616481,0.666666666667,-0.003936286937,0.008310700759
validation,drug,legacy_empirical_support,delta_validation_fold_mean_auprc,36,9,0.218337474249,0.944444444444,0.154237888837,0.287579053467
validation,drug,legacy_empirical_support,delta_error_detection_auprc,36,9,0.176909536877,0.944444444444,0.118981153112,0.23434783943
validation,drug,legacy_empirical_support,delta_review_lift,36,9,1.27409543007,0.916666666667,0.731162107729,1.962361457199
validation,drug,legacy_empirical_support,delta_retained_accuracy_gain_vs_residual,36,9,0.037248289266,0.916666666667,0.023919022058,0.050005068281
validation,drug,legacy_source_domain_support_after_fit,delta_validation_fold_mean_auprc,36,9,0.079059411072,0.583333333333,0.013305761883,0.154414020449
validation,drug,legacy_source_domain_support_after_fit,delta_error_detection_auprc,36,9,0.071537214434,0.583333333333,0.015349502554,0.135448389277
validation,drug,legacy_source_domain_support_after_fit,delta_review_lift,36,9,0.408864478711,0.5,-0.06169851164,1.005817136047
validation,drug,legacy_source_domain_support_after_fit,delta_retained_accuracy_gain_vs_residual,36,9,0.009427903527,0.527777777778,-0.000705870061,0.020242322014
validation,drug,legacy_support_after_native,delta_validation_fold_mean_auprc,36,9,-0.007370484194,0.388888888889,-0.052475546453,0.023889433162
validation,drug,legacy_support_after_native,delta_error_detection_auprc,36,9,-0.00421277914,0.472222222222,-0.038118840101,0.023124226007
validation,drug,legacy_support_after_native,delta_review_lift,36,9,-0.053713735973,0.361111111111,-0.481333448366,0.212745731917
validation,drug,legacy_support_after_native,delta_retained_accuracy_gain_vs_residual,36,9,-0.000377614594,0.388888888889,-0.011985621802,0.0075049534
validation,drug,native_source_domain_support,delta_validation_fold_mean_auprc,36,9,0.118368334055,0.944444444444,0.065306992883,0.18258322424
validation,drug,native_source_domain_support,delta_error_detection_auprc,36,9,0.115548212093,0.888888888889,0.062216278885,0.186812812168
validation,drug,native_source_domain_support,delta_review_lift,36,9,0.586308616763,0.861111111111,0.233122075174,1.00740575221
validation,drug,native_source_domain_support,delta_retained_accuracy_gain_vs_residual,36,9,0.019695283179,0.861111111111,0.008218164671,0.031591523531
validation,drug,native_source_domain_support_after_fit,delta_validation_fold_mean_auprc,36,9,0.074245971216,0.638888888889,0.015676590783,0.14283926899
validation,drug,native_source_domain_support_after_fit,delta_error_detection_auprc,36,9,0.074745455194,0.722222222222,0.015695835686,0.153324090672
validation,drug,native_source_domain_support_after_fit,delta_review_lift,36,9,0.328679393346,0.444444444444,0.014511240597,0.701463317176
validation,drug,native_source_domain_support_after_fit,delta_retained_accuracy_gain_vs_residual,36,9,0.008837781548,0.444444444444,0.0016075597,0.017229450665
validation,drug,native_support_after_legacy,delta_validation_fold_mean_auprc,36,9,-0.012183924049,0.444444444444,-0.043145087161,0.017426355072
validation,drug,native_support_after_legacy,delta_error_detection_auprc,36,9,-0.00100453838,0.527777777778,-0.040802224435,0.037886494681
validation,drug,native_support_after_legacy,delta_review_lift,36,9,-0.133898821337,0.444444444444,-0.461250156482,0.145174455805
validation,drug,native_support_after_legacy,delta_retained_accuracy_gain_vs_residual,36,9,-0.000967736572,0.444444444444,-0.0077996142,0.006183785893
validation,drug,prior,delta_validation_fold_mean_auprc,36,9,0.060991224531,0.694444444444,0.014401915797,0.117412504501
validation,drug,prior,delta_error_detection_auprc,36,9,0.045123190265,0.666666666667,0.002671677405,0.102265672177
validation,drug,prior,delta_review_lift,36,9,0.247626210465,0.611111111111,-0.02483220157,0.593925438953
validation,drug,prior,delta_retained_accuracy_gain_vs_residual,36,9,0.009247848864,0.611111111111,0.000874988544,0.019299830647
validation,drug,prior_after_empirical_support,delta_validation_fold_mean_auprc,36,9,-0.001440125488,0.305555555556,-0.039367492794,0.038749484423
validation,drug,prior_after_empirical_support,delta_error_detection_auprc,36,9,0.025333721844,0.388888888889,-0.025422315028,0.085386411133
validation,drug,prior_after_empirical_support,delta_review_lift,36,9,0.016285238362,0.388888888889,-0.293099693121,0.408959692682
validation,drug,prior_after_empirical_support,delta_retained_accuracy_gain_vs_residual,36,9,0.001186200978,0.361111111111,-0.006517135551,0.010265620942
validation,drug,source_domain_support,delta_validation_fold_mean_auprc,36,9,0.146649931314,0.916666666667,0.073854882317,0.238166112761
validation,drug,source_domain_support,delta_error_detection_auprc,36,9,0.115548540613,0.916666666667,0.059463946222,0.179774857599
validation,drug,source_domain_support,delta_review_lift,36,9,0.859494996745,0.861111111111,0.283036930061,1.635572560731
validation,drug,source_domain_support,delta_retained_accuracy_gain_vs_residual,36,9,0.023635740342,0.861111111111,0.010798011312,0.036617185027
validation,drug,target_sequence_support,delta_validation_fold_mean_auprc,36,9,0.023229185033,0.472222222222,-0.020488756781,0.075077560215
validation,drug,target_sequence_support,delta_error_detection_auprc,36,9,0.05021741058,0.527777777778,-0.013004254254,0.142063272139
validation,drug,target_sequence_support,delta_review_lift,36,9,0.032118930502,0.361111111111,-0.209197227956,0.275215221133
validation,drug,target_sequence_support,delta_retained_accuracy_gain_vs_residual,36,9,0.001668717183,0.388888888889,-0.005565005236,0.008692177675
validation,target,combined_empirical_support,delta_validation_fold_mean_auprc,39,9,0.060263732143,0.74358974359,-0.052106111663,0.173162448904
validation,target,combined_empirical_support,delta_error_detection_auprc,39,9,0.055008208155,0.692307692308,-0.026072631795,0.144980115904
validation,target,combined_empirical_support,delta_review_lift,39,9,0.141459789382,0.589743589744,-0.722466971911,0.844134832108
validation,target,combined_empirical_support,delta_retained_accuracy_gain_vs_residual,39,9,0.003095225422,0.589743589744,-0.016620446929,0.018783514684
validation,target,empirical_support,delta_validation_fold_mean_auprc,39,9,0.065005556655,0.717948717949,-0.056227526171,0.176230926064
validation,target,empirical_support,delta_error_detection_auprc,39,9,0.067918712694,0.692307692308,-0.023693780963,0.161666348593
validation,target,empirical_support,delta_review_lift,39,9,0.234930175113,0.615384615385,-0.650145690481,0.933577602551
validation,target,empirical_support,delta_retained_accuracy_gain_vs_residual,39,9,0.007030424129,0.615384615385,-0.014492572498,0.02467104737
validation,target,empirical_support_after_prior,delta_validation_fold_mean_auprc,39,9,0.037645094786,0.487179487179,-0.040847676218,0.134793962542
validation,target,empirical_support_after_prior,delta_error_detection_auprc,39,9,0.06079316214,0.564102564103,-0.010496435704,0.149803136805
validation,target,empirical_support_after_prior,delta_review_lift,39,9,0.115442154641,0.487179487179,-0.430350003437,0.700744362143
validation,target,empirical_support_after_prior,delta_retained_accuracy_gain_vs_residual,39,9,0.002711687286,0.461538461538,-0.009942748132,0.014930842045
validation,target,fit_support,delta_validation_fold_mean_auprc,39,9,0.030623338572,0.512820512821,-0.006949668079,0.079811897773
validation,target,fit_support,delta_error_detection_auprc,39,9,0.024574765832,0.615384615385,-0.005999915105,0.056941344542
validation,target,fit_support,delta_review_lift,39,9,0.119141712671,0.589743589744,-0.115406346383,0.357688410902
