model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes,residual_error_warning,residual_error_warning_reason
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,test,fitted,17,4.0,2,2.0,15,2.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,61,17.0,12,1.0,49,16.0,True,False,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,test,fitted,17,4.0,3,2.0,14,2.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,13,6.0,1,0.0,12,6.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,13,6.0,3,0.0,10,6.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,61,17.0,6,1.0,55,16.0,True,False,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,test,fitted,17,4.0,2,2.0,15,2.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,61,17.0,12,3.0,49,14.0,True,False,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,test,fitted,17,4.0,3,2.0,14,2.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,13,6.0,1,0.0,12,6.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,13,6.0,3,0.0,10,6.0,True,True,residual_error_count_lt_10
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,test,fitted,0,0.0,0,0.0,0,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,15,1.0,2,0.0,13,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,test,fitted,17,1.0,2,0.0,15,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,15,1.0,3,0.0,12,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,test,fitted,17,1.0,3,0.0,14,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,6,1.0,1,0.0,5,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,test,fitted,6,0.0,1,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,6,1.0,1,0.0,5,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,test,fitted,6,0.0,1,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,15,1.0,2,0.0,13,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,test,fitted,17,1.0,2,0.0,15,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,15,1.0,3,0.0,12,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,test,fitted,17,1.0,3,0.0,14,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,6,1.0,1,0.0,5,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,test,fitted,6,0.0,1,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,6,1.0,1,0.0,5,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,test,fitted,6,0.0,1,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,30,3.0,3,0.0,27,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,test,fitted,61,14.0,6,4.0,55,10.0,True,False,
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,30,3.0,6,0.0,24,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,test,fitted,61,14.0,12,7.0,49,7.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,16,1.0,2,0.0,14,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,test,fitted,23,2.0,2,0.0,21,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,16,1.0,3,0.0,13,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,test,fitted,23,2.0,5,0.0,18,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,30,3.0,3,0.0,27,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,test,fitted,61,14.0,6,4.0,55,10.0,True,False,
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,30,3.0,6,0.0,24,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,test,fitted,61,14.0,12,7.0,49,7.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,16,1.0,2,0.0,14,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,test,fitted,23,2.0,2,0.0,21,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,16,1.0,3,0.0,13,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,test,fitted,23,2.0,5,0.0,18,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,11,0.0,1,0.0,10,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,test,fitted,19,3.0,2,0.0,17,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,11,0.0,2,0.0,9,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,test,fitted,19,3.0,4,1.0,15,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,3,0.0,0,0.0,3,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,test,fitted,5,0.0,0,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,3,0.0,1,0.0,2,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,test,fitted,5,0.0,1,0.0,4,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,11,0.0,1,0.0,10,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,test,fitted,19,3.0,2,0.0,17,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,11,0.0,2,0.0,9,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,test,fitted,19,3.0,4,1.0,15,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,3,0.0,0,0.0,3,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,test,fitted,5,0.0,0,0.0,5,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,3,0.0,1,0.0,2,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,test,fitted,5,0.0,1,0.0,4,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,27,2.0,3,1.0,24,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,test,fitted,42,2.0,4,0.0,38,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,27,2.0,5,1.0,22,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,test,fitted,42,2.0,8,1.0,34,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,11,0.0,1,0.0,10,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,test,fitted,21,1.0,2,1.0,19,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,11,0.0,2,0.0,9,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,test,fitted,21,1.0,4,1.0,17,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,27,2.0,3,0.0,24,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,test,fitted,42,2.0,4,0.0,38,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,27,2.0,5,0.0,22,2.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,test,fitted,42,2.0,8,1.0,34,1.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,11,0.0,1,0.0,10,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,test,fitted,21,1.0,2,1.0,19,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,11,0.0,2,0.0,9,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,test,fitted,21,1.0,4,1.0,17,0.0,False,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,43,4.0,4,0.0,39,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,test,fitted,71,14.0,7,2.0,64,12.0,True,False,
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,43,4.0,9,0.0,34,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,test,fitted,71,14.0,14,7.0,57,7.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,41,4.0,4,0.0,37,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,test,fitted,61,10.0,6,4.0,55,6.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,41,4.0,8,0.0,33,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,test,fitted,61,10.0,12,6.0,49,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,43,4.0,4,0.0,39,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,test,fitted,71,14.0,7,2.0,64,12.0,True,False,
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,43,4.0,9,1.0,34,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,test,fitted,71,14.0,14,7.0,57,7.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,41,4.0,4,0.0,37,4.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,test,fitted,61,10.0,6,4.0,55,6.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,41,4.0,8,1.0,33,3.0,True,True,residual_error_count_lt_10
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,test,fitted,61,10.0,12,6.0,49,4.0,True,True,residual_error_count_lt_10
