model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selector_name,selected_v2_profile,validation_metric,validation_gain_vs_U,validation_gain_U_E_E2_vs_U_E,selection_reason,fallback_reason,validation_gain_U_P_E_E2_vs_best_formal,formal_selected_validation_metric,u_p_e_validation_metric,u_p_e_e2_validation_metric
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.285282,0.204379,-0.055185,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.285282,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.067715,0.285282,0.274747,0.217567
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.311605,0.141314,0.194903,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.232993,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.09266,0.140333,0.097983,0.232993
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.328683,0.22691,0.252723,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.263073,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.165641,0.097432,0.076246,0.263073
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.140653,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.142297,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.142297,0.08312,
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.112797,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.181261,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.181261,0.114497,
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.336398,0.22424,0.138858,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.297699,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.100159,0.19754,0.150948,0.297699
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.268351,0.106162,0.131155,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.23483,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.118625,0.096967,0.116205,0.23483
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.30299,0.170662,0.086791,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.291496,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.114091,0.177405,0.166901,0.291496
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.441201,0.22437,0.217529,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.270923,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.069569,0.201354,0.198917,0.270923
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.239596,0.030117,-0.037925,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.191243,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.060439,0.191243,0.122967,0.130804
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.268027,0.044781,0.077959,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.18653,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.049528,0.18653,0.055171,0.137002
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.081859,0.026928,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.169928,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.169928,0.072361,
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.13926,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.08118,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.08118,0.090281,
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.501483,0.267324,0.187242,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.462254,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.208907,0.214806,0.253347,0.462254
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.247121,0.056327,-0.003757,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.294988,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.099032,0.294988,0.240844,0.195956
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E2,0.231831,0.092453,0.013699,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.147735,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.001073,0.147735,0.096844,0.146662
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.166748,0.098079,,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.071782,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.071782,0.06687,
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.292295,0.01959,0.04027,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.264195,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.004946,0.264195,0.254178,0.259249
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.285805,0.047354,-0.02349,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.337013,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.058907,0.337013,0.279717,0.278106
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.361823,0.110703,0.105863,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.362446,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.058686,0.30376,0.273493,0.362446
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.281699,0.069845,0.087037,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.24816,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.060162,0.187998,0.152736,0.24816
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.463387,0.185595,-0.020525,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.463387,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.027841,0.463387,0.452429,0.435546
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.341788,0.050255,0.031175,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.344431,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.03016,0.280827,0.314271,0.344431
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.380715,0.082158,-0.011885,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.380715,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.014345,0.380715,0.380731,0.366386
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.313094,0.084215,0.023522,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.340131,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.009801,0.289572,0.33033,0.340131
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.253804,0.09541,0.091415,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.252261,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.068957,0.183304,0.141061,0.252261
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.213525,0.089853,0.035663,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.217449,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.035992,0.165345,0.181457,0.217449
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.205945,0.024271,0.030198,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.184844,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.051546,0.093005,0.133298,0.184844
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.160044,0.032646,0.036347,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.128053,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,0.002806,0.128053,0.109197,0.130859
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.283627,0.093831,-0.043928,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.283627,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.020971,0.283627,0.25249,0.262656
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.237357,0.10721,0.041671,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.225789,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.022245,0.195686,0.203544,0.225789
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.242412,0.087025,0.073937,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.227995,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.066829,0.137439,0.161166,0.227995
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.215182,0.097666,0.074141,validation_gain_vs_U_meets_threshold,,,,,
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.213223,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.068383,0.14484,0.126873,0.213223
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.369394,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.531111,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.531111,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.607937,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.942857,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.942857,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.525397,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.440476,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.440476,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.542857,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.383333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.383333,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.490557,0.155191,0.16059,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.528004,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.091657,0.436347,0.279329,0.528004
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E2,0.476268,0.145023,0.109409,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.510442,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.110675,0.399767,0.363681,0.510442
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.465762,0.18633,-0.031025,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.465762,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,0.00471,0.465762,0.388949,0.470472
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.379419,0.066232,-0.028535,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.363236,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.006342,0.337139,0.356894,0.363236
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.503389,0.134019,0.061093,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,U+P+E+E2,0.501456,,,u_p_e_e2_gain_vs_formal_baseline_meets_threshold,,0.053923,0.442296,0.447533,0.501456
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.488098,0.104623,-0.016634,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.488098,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.013715,0.488098,0.495965,0.48225
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U+E,0.570663,0.165829,-0.019513,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.570663,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.011657,0.570663,0.56945,0.559006
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E,0.573034,0.188642,-0.033211,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.573034,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.008158,0.573034,0.525255,0.564876
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E2,0.37012,0.014736,0.014129,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.435713,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.097019,0.435713,0.435713,0.338694
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.482877,0.096695,-0.186896,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.457832,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.227647,0.457832,0.536245,0.308598
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.294341,0.0,-0.076719,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.387882,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.127511,0.387882,0.316319,0.260371
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U+E2,0.34499,0.06428,-0.005582,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.337564,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.03227,0.337564,0.278151,0.305294
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E,0.550869,0.179323,-0.012709,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.550869,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.010373,0.550869,0.540881,0.540496
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E+E2,0.548407,0.179871,0.025218,validation_gain_vs_U_meets_threshold,,,,,
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.523189,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.010478,0.523189,0.542793,0.532315
