scope,comparison,comparison_name,status,metric,n_runs,matched_n_runs,selected_n_runs,unmatched_n_runs,win_rate,left_mean,right_mean,delta_mean,mean_delta,ci_low,ci_high,group_axis,dataset,model
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,144,144,180,36,0.583333,0.585727,0.545126,0.038058,0.038058,-0.130994,0.238942,drug,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,144,144,180,36,0.673611,0.067813,0.061761,0.005304,0.005304,-0.026907,0.036492,drug,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,148,148,180,32,0.587838,0.531808,0.492492,0.029138,0.029138,-0.231202,0.274136,target,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,148,148,180,32,0.608108,0.808867,0.790068,0.009931,0.009931,-0.135654,0.144124,target,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,146,146,180,34,0.527397,2.88023,2.791831,0.045972,0.045972,-1.307431,1.163986,target,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,146,146,180,34,0.479452,0.576257,0.55856,0.008798,0.008798,-0.258523,0.230769,target,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,146,146,180,34,0.527397,0.066889,0.063165,0.002163,0.002163,-0.043718,0.049968,target,,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,92,92,120,28,0.445652,0.574776,0.575131,-0.000356,-0.000356,-0.146178,0.14314,,bindingdb,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,92,92,120,28,0.554348,0.813757,0.804751,0.009006,0.009006,-0.085592,0.102949,,bindingdb,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,88,88,120,32,0.488636,2.629448,2.551951,0.096841,0.096841,-0.688211,1.025281,,bindingdb,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,88,88,120,32,0.488636,0.529048,0.512545,0.019144,0.019144,-0.138449,0.204231,,bindingdb,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,88,88,120,32,0.568182,0.073161,0.06755,0.005985,0.005985,-0.036748,0.058886,,bindingdb,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,120,120,120,0,0.841667,0.535195,0.454832,0.080363,0.080363,-0.073923,0.30597,,biosnap,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,120,120,120,0,0.825,0.874297,0.853393,0.020903,0.020903,-0.021743,0.063236,,biosnap,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,120,120,120,0,0.691667,3.461592,3.178308,0.283284,0.283284,-0.623955,1.154021,,biosnap,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,120,120,120,0,0.65,0.691135,0.634618,0.056517,0.056517,-0.126875,0.230769,,biosnap,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,120,120,120,0,0.716667,0.069623,0.063419,0.006205,0.006205,-0.013379,0.024447,,biosnap,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,82,82,120,38,0.573171,0.481269,0.445118,0.010621,0.010621,-0.32597,0.283417,,human,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,82,82,120,38,0.621951,0.73563,0.688702,0.026732,0.026732,-0.203892,0.195121,,human,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,82,82,120,38,0.390244,2.427404,2.403325,-0.100968,-0.100968,-1.706181,1.223606,,human,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,82,82,120,38,0.402439,0.483995,0.48005,-0.020754,-0.020754,-0.333334,0.249519,,human,
dataset,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,82,82,120,38,0.463415,0.057564,0.05623,-0.002337,-0.002337,-0.048297,0.044744,,human,
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,84,84,120,36,0.619048,0.605076,0.556131,0.017998,0.017998,-0.150128,0.166225,,,DrugBAN
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,84,84,120,36,0.714286,0.850006,0.804901,0.018399,0.018399,-0.080626,0.121336,,,DrugBAN
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,80,80,120,40,0.575,3.019174,2.691112,0.118867,0.118867,-0.690802,1.231388,,,DrugBAN
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,80,80,120,40,0.525,0.60474,0.538497,0.023524,0.023524,-0.139618,0.250893,,,DrugBAN
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,80,80,120,40,0.6,0.091638,0.076996,0.006698,0.006698,-0.025667,0.059461,,,DrugBAN
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,106,106,120,14,0.632075,0.500633,0.443298,0.054278,0.054278,-0.280406,0.338207,,,PACE
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,106,106,120,14,0.698113,0.816731,0.794271,0.021526,0.021526,-0.118964,0.189787,,,PACE
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,106,106,120,14,0.556604,2.980431,2.950994,0.128527,0.128527,-1.450579,1.156469,,,PACE
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,106,106,120,14,0.528302,0.597045,0.591447,0.025135,0.025135,-0.295454,0.230769,,,PACE
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,106,106,120,14,0.584906,0.05463,0.0531,0.003344,0.003344,-0.04613,0.033333,,,PACE
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,104,104,120,16,0.673077,0.505916,0.474989,0.030927,0.030927,-0.24291,0.284215,,,TAPB
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,104,104,120,16,0.644231,0.787361,0.770998,0.016363,0.016363,-0.133034,0.134278,,,TAPB
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,104,104,120,16,0.509615,2.728347,2.621584,0.106763,0.106763,-1.000428,0.978947,,,TAPB
model,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,104,104,120,16,0.538462,0.544232,0.522899,0.021333,0.021333,-0.2,0.2,,,TAPB
